run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,batteryproperties_current_now_uA,batteryproperties_current_average_uA,batteryproperties_energy_counter,batteryproperties_charge_counter_uAh,display_state,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt,cpu_policy0_energy_mJ,cpu_policy0_energy_mJ_matched,cpu_policy0_energy_mJ_unmatched,cpu_policy0_avg_power_mW,cpu_policy0_unmatched_dt_ms,cpu_policy4_energy_mJ,cpu_policy4_energy_mJ_matched,cpu_policy4_energy_mJ_unmatched,cpu_policy4_avg_power_mW,cpu_policy4_unmatched_dt_ms,cpu_policy7_energy_mJ,cpu_policy7_energy_mJ_matched,cpu_policy7_energy_mJ_unmatched,cpu_policy7_avg_power_mW,cpu_policy7_unmatched_dt_ms,cpu_energy_mJ_total,battery_discharge_energy_mJ,dt_s
20260131_150336,96,2026-01-31T15:09:25+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.21,40.21,40.21,34.799,35.152,40.21,40.21,10,17,19,15,7,12,6,3,5,3,63,0,0,89,33,25,23,32,6,4,2,5,6,4,5,4,4,2,5,2,3,2,3,2,2,2,10,0,0,0,0,0,231,23,17,6,7,5,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.646,78.646,0.000,217.253,0,107.914,107.914,0.000,298.104,0,256.152,256.152,0.000,705.653,0,442.711,-0.000,4.000
20260131_150336,97,2026-01-31T15:09:28+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.163,40.163,40.163,34.79,35.169,40.163,40.163,11,12,18,15,10,10,2,2,6,6,58,0,0,96,42,26,22,26,5,4,8,1,5,7,4,1,2,4,1,3,1,2,5,2,1,1,19,0,0,0,0,0,225,26,14,13,4,4,0,0,0,0,0,0,0,0,370,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.227,77.227,0.000,213.334,0,114.595,114.595,0.000,316.560,0,264.126,264.126,0.000,708.113,0,455.948,-0.000,3.000
20260131_150336,98,2026-01-31T15:09:32+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,44.67,44.67,44.67,34.796,35.126,44.67,44.67,10,13,18,11,11,8,2,1,9,2,69,0,0,83,49,30,27,28,6,9,6,4,7,8,2,4,4,3,2,4,3,3,2,0,0,1,5,0,0,0,0,0,250,17,12,5,8,7,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.449,80.449,0.000,216.844,0,100.323,100.323,0.000,269.686,0,256.152,256.152,0.000,705.653,0,436.924,-0.000,4.000
20260131_150336,99,2026-01-31T15:09:36+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.5,39.5,39.5,34.79,35.118,39.5,39.5,14,22,14,12,7,4,5,2,15,6,68,0,0,76,35,29,33,22,6,4,3,6,5,3,4,1,2,1,0,2,1,1,0,0,1,0,3,0,0,0,0,0,261,26,11,7,9,4,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,81.099,81.099,0.000,222.800,0,83.344,83.344,0.000,230.870,0,257.106,257.106,0.000,714.184,0,421.550,-0.000,4.000
20260131_150336,100,2026-01-31T15:09:39+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.471,39.471,39.471,34.79,35.144,39.471,39.471,11,18,17,13,4,9,4,6,4,6,64,0,0,97,35,24,29,19,5,5,3,2,5,4,7,5,5,5,2,3,3,1,1,2,0,2,13,0,0,0,0,0,241,20,12,5,3,5,0,0,0,0,0,0,0,0,354,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,78.051,78.051,0.000,216.809,0,107.299,107.299,0.000,298.882,0,256.562,256.562,0.000,712.672,0,441.912,-0.000,3.000
20260131_150336,101,2026-01-31T15:09:43+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.9,39.9,39.9,34.778,35.123,39.9,39.9,7,13,16,16,4,8,4,2,7,3,58,0,0,99,48,27,27,23,5,8,5,5,3,6,6,3,7,4,2,2,3,4,2,2,3,1,9,0,0,0,0,0,229,21,11,8,9,6,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.156,76.156,0.000,210.376,0,109.370,109.370,0.000,300.467,0,256.152,256.152,0.000,705.653,0,441.678,-0.000,4.000
20260131_150336,102,2026-01-31T15:09:47+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.651,39.651,39.651,34.776,35.149,39.651,39.651,14,19,18,10,5,10,12,3,4,6,63,0,0,93,38,26,26,21,8,6,3,2,4,4,4,4,4,2,2,3,3,1,3,4,1,2,14,0,0,0,0,0,240,25,11,5,8,7,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79.905,79.905,0.000,217.132,0,112.483,112.483,0.000,304.007,0,265.574,265.574,0.000,713.909,0,457.961,-0.000,4.000
20260131_150336,103,2026-01-31T15:09:50+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.55,40.55,40.55,34.776,35.135,40.55,40.55,9,19,20,15,7,9,12,3,7,2,65,0,0,96,38,30,21,24,9,9,6,7,9,6,5,4,5,3,3,5,2,3,3,2,1,1,5,0,0,0,0,0,229,23,13,8,5,7,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.921,81.921,0.000,217.297,0,107.350,107.350,0.000,287.802,0,262.503,262.503,0.000,705.653,0,451.774,-0.000,3.000
20260131_150336,104,2026-01-31T15:09:54+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.43,40.43,40.43,34.77,35.112,40.43,40.43,11,16,15,18,7,5,4,2,7,2,84,0,0,82,47,25,21,17,4,4,4,3,8,5,4,5,2,5,1,3,4,3,2,1,2,2,14,0,0,0,0,0,237,21,12,3,6,7,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,82.016,82.016,0.000,225.939,0,111.758,111.758,0.000,308.723,0,259.541,259.541,0.000,716.965,0,453.315,-0.000,4.000
20260131_150336,105,2026-01-31T15:09:58+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.519,39.519,39.519,34.764,35.069,39.519,39.519,6,27,13,13,4,9,6,4,4,1,66,0,0,95,35,23,26,28,6,4,4,0,8,5,3,4,3,5,2,3,1,3,1,1,1,0,4,0,0,0,0,0,253,20,13,5,5,6,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.647,77.647,0.000,215.685,0,92.930,92.930,0.000,258.138,0,254.035,254.035,0.000,705.653,0,424.611,-0.000,4.000
20260131_150336,106,2026-01-31T15:10:01+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.609,40.609,40.609,34.749,35.086,40.609,40.609,10,17,19,17,6,9,6,5,3,2,62,0,0,97,39,24,27,19,5,3,4,3,4,3,4,2,3,2,2,2,3,2,2,1,0,1,14,0,0,0,0,0,251,26,11,6,7,4,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,77.602,77.602,0.000,214.371,0,103.575,103.575,0.000,283.768,0,258.905,258.905,0.000,711.278,0,440.083,-0.000,3.000
20260131_150336,107,2026-01-31T15:10:05+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,38.61,38.61,38.61,34.752,35.097,38.61,38.61,7,13,13,16,9,11,6,5,10,3,60,0,0,93,36,29,32,21,6,5,8,3,6,7,4,5,5,4,2,2,2,3,2,1,1,1,10,0,0,0,0,0,228,25,15,6,7,6,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.803,78.803,0.000,216.492,0,106.102,106.102,0.000,291.490,0,257.563,257.563,0.000,705.653,0,442.469,-0.000,4.000
20260131_150336,108,2026-01-31T15:10:09+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.535,40.535,39.483,34.749,35.144,39.483,39.483,11,19,14,12,6,10,8,3,3,2,68,0,0,97,39,24,28,22,3,5,3,2,3,8,5,4,4,4,5,4,3,5,3,1,2,1,14,0,0,0,0,0,233,23,10,4,7,6,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.078,79.078,0.000,216.061,0,114.871,114.871,0.000,317.322,0,254.741,254.741,0.000,705.653,0,448.690,-0.000,4.000
20260131_150336,109,2026-01-31T15:10:12+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.95,40.95,40.95,34.755,35.135,40.95,40.95,18,14,15,15,7,6,7,4,2,4,63,0,0,90,44,30,25,17,3,6,5,3,4,4,3,2,1,4,2,2,2,2,3,1,2,2,9,0,0,0,0,0,244,24,11,11,8,5,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.365,77.365,0.000,214.308,0,101.251,101.251,0.000,278.928,0,256.152,256.152,0.000,705.653,0,434.768,-0.000,3.000
20260131_150336,110,2026-01-31T15:10:16+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,38.944,38.792,38.825,34.749,35.109,38.825,38.825,15,18,10,18,6,14,7,2,7,2,60,0,0,109,32,22,21,20,5,5,5,3,5,4,2,3,3,2,2,2,3,2,2,2,3,2,12,0,0,0,0,0,239,26,14,6,6,8,0,0,0,0,0,0,0,0,355,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,77.755,77.755,0.000,214.201,0,107.612,107.612,0.000,294.023,0,259.051,259.051,0.000,717.594,0,444.419,-0.000,4.000
20260131_150336,111,2026-01-31T15:10:19+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.559,39.559,39.559,34.741,35.078,39.559,39.559,8,18,10,19,9,7,9,2,4,3,56,0,0,111,33,25,26,19,7,4,3,4,4,3,2,6,3,2,2,4,1,1,1,3,4,0,7,0,0,0,0,0,247,21,12,4,7,5,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.589,75.589,0.000,210.553,0,98.192,98.192,0.000,275.046,0,252.624,252.624,0.000,705.653,0,426.404,-0.000,3.000
20260131_150336,112,2026-01-31T15:10:23+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.971,39.656,39.07,34.728,35.06,39.07,39.07,12,17,12,13,6,6,5,5,4,3,52,0,0,103,46,30,24,23,3,5,6,3,9,5,5,3,4,1,0,2,2,1,4,2,1,1,13,0,0,0,0,0,239,26,13,5,2,7,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.524,74.524,0.000,206.438,0,106.061,106.061,0.000,292.987,0,255.446,255.446,0.000,705.653,0,436.032,-0.000,4.000
20260131_150336,113,2026-01-31T15:10:27+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.402,40.402,40.402,34.72,35.086,40.402,40.402,12,16,8,16,6,4,10,3,3,4,78,0,0,97,44,25,20,17,6,6,5,2,5,3,3,3,3,3,3,3,3,2,4,2,1,2,9,0,0,0,0,0,238,24,11,8,7,7,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.390,80.390,0.000,221.459,0,104.887,104.887,0.000,288.946,0,258.269,258.269,0.000,705.653,0,443.546,-0.000,4.000
20260131_150336,114,2026-01-31T15:10:30+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.001,39.848,39.556,34.726,35.104,39.724,39.724,10,20,13,13,6,8,7,4,9,2,76,0,0,93,37,28,23,18,5,3,5,5,6,6,6,6,4,5,2,4,2,4,3,2,1,1,18,0,0,0,0,0,229,27,7,4,5,8,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.771,81.771,0.000,222.809,0,120.443,120.443,0.000,327.291,0,260.386,260.386,0.000,705.653,0,462.600,-0.000,3.000
20260131_150336,115,2026-01-31T15:10:34+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.995,40.995,40.995,34.723,35.086,40.995,40.995,10,14,21,19,4,12,7,2,4,8,51,0,0,104,37,24,29,20,5,8,8,4,8,10,10,5,4,5,4,5,3,1,3,3,1,1,4,0,0,0,0,0,216,24,13,8,8,5,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.127,77.127,0.000,210.729,0,108.344,108.344,0.000,296.021,0,256.152,256.152,0.000,705.653,0,441.623,-0.000,4.000
20260131_150336,116,2026-01-31T15:10:38+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.816,40.816,40.816,34.726,35.066,40.816,40.816,7,15,14,13,10,8,6,1,7,3,58,0,0,116,34,24,27,18,4,3,6,2,6,3,2,5,3,2,3,2,2,1,3,0,1,0,14,0,0,0,0,0,244,27,10,6,4,7,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.065,76.065,0.000,210.707,0,102.780,102.780,0.000,285.501,0,254.741,254.741,0.000,705.653,0,433.587,-0.000,4.000
20260131_150336,117,2026-01-31T15:10:41+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,41.518,41.518,41.518,34.723,35.069,41.518,41.518,11,15,14,11,11,14,8,5,4,2,81,0,0,78,34,32,18,23,4,7,2,4,4,5,3,3,4,4,3,4,4,4,1,5,2,2,8,0,0,0,0,0,242,25,9,4,7,3,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.348,82.348,0.000,228.111,0,108.380,108.380,0.000,298.566,0,255.446,255.446,0.000,705.653,0,446.174,-0.000,3.000
20260131_150336,118,2026-01-31T15:10:45+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.459,40.459,40.459,34.723,35.081,40.459,40.459,14,21,16,17,5,7,8,2,6,7,59,0,0,94,35,32,25,17,5,4,3,3,9,3,2,2,0,1,1,3,1,1,1,0,0,0,7,0,0,0,0,0,268,23,10,4,5,4,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,78.558,78.558,0.000,215.227,0,87.567,87.567,0.000,243.243,0,259.541,259.541,0.000,716.965,0,425.667,-0.000,4.000
20260131_150336,119,2026-01-31T15:10:48+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,44.67,44.67,44.67,34.723,35.072,44.67,44.67,10,11,14,18,4,10,4,5,2,2,71,0,0,95,43,33,17,19,8,6,6,5,8,6,6,7,3,2,2,3,3,2,3,1,1,1,7,0,0,0,0,0,222,27,13,7,10,5,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.843,77.843,0.000,217.438,0,104.312,104.312,0.000,286.572,0,254.035,254.035,0.000,705.653,0,436.190,-0.000,3.000
20260131_150336,120,2026-01-31T15:10:52+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.123,41.203,41.203,34.714,35.101,41.203,41.203,9,15,12,17,10,9,6,5,7,4,68,0,0,93,37,23,28,18,5,5,4,6,4,7,5,4,3,2,3,2,1,1,1,3,1,2,14,0,0,0,0,0,234,20,16,7,5,7,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.633,79.633,0.000,220.590,0,108.185,108.185,0.000,298.852,0,257.563,257.563,0.000,705.653,0,445.381,-0.000,4.000
20260131_150336,121,2026-01-31T15:10:56+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.954,41.874,41.874,34.711,35.055,41.874,41.874,7,20,17,24,8,8,6,3,3,2,59,0,0,98,41,29,20,23,10,7,8,6,8,5,4,3,6,2,3,1,2,1,3,0,0,0,6,0,0,0,0,0,233,23,10,5,8,9,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.146,78.146,0.000,212.355,0,97.387,97.387,0.000,268.284,0,256.858,256.858,0.000,705.653,0,432.391,-0.000,4.000
20260131_150336,122,2026-01-31T15:10:59+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,42.821,42.821,42.821,34.696,35.017,42.821,42.821,6,14,11,9,10,11,3,2,6,1,58,0,0,121,48,28,24,11,5,7,2,5,7,6,5,5,4,3,1,4,3,2,1,1,2,1,10,0,0,0,0,0,228,21,17,9,9,4,0,0,0,0,0,0,0,0,358,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,75.096,75.096,0.000,206.875,0,105.430,105.430,0.000,291.243,0,258.047,258.047,0.000,712.838,0,438.573,-0.000,3.000
20260131_150336,123,2026-01-31T15:11:03+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.401,39.401,39.401,34.685,35.0,38.639,39.401,11,17,16,17,7,12,8,4,7,2,72,0,0,84,35,32,22,20,3,5,5,5,5,7,4,6,3,6,1,3,2,4,2,2,0,0,5,0,0,0,0,0,237,31,12,8,3,9,0,0,0,0,0,0,0,0,360,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,81.596,81.596,0.000,222.940,0,100.355,100.355,0.000,272.704,0,258.438,258.438,0.000,711.951,0,440.389,-0.000,4.000
20260131_150336,124,2026-01-31T15:11:07+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,39.573,39.573,39.573,34.676,35.006,39.573,39.573,13,14,12,16,12,13,6,4,7,6,56,0,0,94,41,28,22,15,5,3,3,5,3,2,1,1,2,2,1,1,1,1,1,1,1,0,11,0,0,0,0,0,255,32,10,4,7,4,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.460,77.460,0.000,215.767,0,91.930,91.930,0.000,257.506,0,254.035,254.035,0.000,705.653,0,423.425,-0.000,4.000
20260131_150336,125,2026-01-31T15:11:10+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.356,40.356,40.356,34.661,34.986,40.356,40.356,6,16,17,18,6,6,5,4,10,5,75,0,0,89,39,29,23,15,7,3,4,3,6,5,4,3,5,4,1,4,3,3,2,1,2,1,12,0,0,0,0,0,237,22,13,7,6,7,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.526,81.526,0.000,224.590,0,108.721,108.721,0.000,297.865,0,256.858,256.858,0.000,705.653,0,447.105,-0.000,3.000
20260131_150336,126,2026-01-31T15:11:14+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,38.781,38.781,38.664,34.658,35.012,38.664,38.664,14,18,12,19,10,7,7,5,9,6,67,0,0,77,37,28,22,24,8,6,6,7,6,7,5,3,4,3,2,2,5,4,2,1,0,1,10,0,0,0,0,0,223,24,11,6,9,7,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.950,80.950,0.000,223.619,0,107.120,107.120,0.000,295.911,0,257.563,257.563,0.000,705.653,0,445.633,-0.000,4.000
20260131_150336,127,2026-01-31T15:11:17+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.8,40.217,40.217,40.217,34.649,35.029,40.217,40.217,8,12,11,12,7,5,14,2,7,6,103,0,0,82,37,20,20,18,6,4,4,4,8,5,4,3,4,4,2,3,1,2,4,3,3,0,14,0,0,0,0,0,220,27,15,8,7,6,0,0,0,0,0,0,0,0,355,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,87.319,87.319,0.000,239.888,0,112.197,112.197,0.000,310.796,0,260.305,260.305,0.000,721.067,0,459.822,-0.000,3.000
20260131_150336,128,2026-01-31T15:11:21+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.7,39.256,39.256,39.256,34.658,35.038,39.256,39.256,6,14,12,20,7,4,15,4,8,1,69,0,0,90,38,31,19,21,5,5,8,6,3,6,2,4,4,4,1,5,6,3,3,2,2,1,10,0,0,0,0,0,228,27,11,7,6,4,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.463,79.463,0.000,221.345,0,110.500,110.500,0.000,304.408,0,255.446,255.446,0.000,705.653,0,445.409,-0.000,4.000
20260131_150336,129,2026-01-31T15:11:25+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.7,42.683,42.683,42.683,34.664,34.986,42.683,42.683,12,15,14,13,5,5,7,3,4,4,70,0,0,97,38,26,30,21,10,9,4,6,8,7,7,3,4,3,2,6,2,4,2,2,1,2,9,0,0,0,0,0,228,25,7,6,7,5,0,0,0,0,0,0,0,0,361,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,78.940,78.940,0.000,216.867,0,111.632,111.632,0.000,302.524,0,259.930,259.930,0.000,712.137,0,450.501,-0.000,4.000
20260131_150336,130,2026-01-31T15:11:28+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.7,39.191,39.006,39.006,34.658,34.983,39.006,39.006,16,18,18,15,3,12,7,3,6,2,61,0,0,88,44,32,22,25,5,7,5,3,4,5,2,0,2,2,1,1,1,1,1,0,0,0,3,0,0,0,0,0,253,30,15,7,5,12,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.596,79.596,0.000,213.969,0,84.240,84.240,0.000,230.793,0,259.680,259.680,0.000,705.653,0,423.516,-0.000,3.000
20260131_150336,131,2026-01-31T15:11:32+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.7,39.46,39.46,39.46,34.64,34.98,39.46,39.46,9,17,8,14,5,8,6,5,12,7,70,0,0,87,40,29,26,20,5,2,7,4,5,10,8,5,6,3,4,2,2,1,1,1,0,0,11,0,0,0,0,0,243,19,7,3,8,6,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,81.005,81.005,0.000,223.154,0,104.837,104.837,0.000,288.808,0,258.905,258.905,0.000,711.278,0,444.748,-0.000,4.000
20260131_150336,132,2026-01-31T15:11:36+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.7,39.573,39.573,39.573,34.64,35.083,39.573,39.573,9,17,3,4,3,2,6,1,2,1,189,0,0,47,25,22,16,18,5,5,4,4,2,7,2,5,0,4,1,3,2,3,5,2,1,1,11,0,0,0,0,0,243,20,9,9,9,9,0,0,0,0,0,0,0,0,351,1,2,1,3,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,101.815,101.815,0.000,278.946,0,106.826,106.826,0.000,291.875,0,265.691,265.691,0.000,725.932,0,474.333,-0.000,4.000
20260131_150336,133,2026-01-31T15:11:39+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.7,38.802,38.802,38.802,34.655,35.046,38.802,38.802,9,16,16,21,6,9,12,4,4,2,64,0,0,86,37,40,21,19,5,4,4,3,6,7,4,5,3,4,5,3,2,3,5,2,2,2,7,0,0,0,0,0,232,25,11,6,6,5,0,0,0,0,0,0,0,0,347,0,1,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,79.637,79.637,0.000,217.588,0,107.720,107.720,0.000,298.393,0,265.101,265.101,0.000,732.324,0,452.459,-0.000,3.000
